Source File	Size	loadResources	load-configure	scan	loadDepInfo	loadInfo	load	generateSnapshots	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	generate1	generate2	responsesForQuestionnaire	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
fsh-generated/resources/Observation-HeleneEQ5Dmobility.json	1571	17	0	0	0	0	0	0	0	152	0	0	0	0	0	0	0	0	0	0	21	26	0	0	0	0	0	0	0
fsh-generated/resources/Observation-HeleneBodyWeight.json	1390	9	1	0	0	0	0	0	0	414	0	0	0	0	0	0	0	0	0	0	20	22	0	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-KLToolsCareRSS.json	4836	516	0	0	0	0	0	3626	0	3200	0	0	0	0	0	0	0	1	0	0	563	2543	0	0	0	0	15	0	1
fsh-generated/resources/Observation-HeleneUrinStix.json	1164	9	0	0	0	0	0	0	1	147	0	0	0	0	0	0	0	0	0	0	16	23	0	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-KLToolsCareEQ5DObservationAnxiety.json	5033	420	0	0	0	0	0	3267	0	2866	0	0	0	0	0	0	0	2	0	0	512	2204	0	0	0	0	10	0	1
fsh-generated/resources/ValueSet-EQ5Dactivity.json	675	3	0	0	0	0	0	0	0	261	0	0	0	0	0	0	0	0	0	0	12	49	0	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-KLToolsCareBloodPressure.json	9338	1275	0	0	0	0	0	7997	0	6854	0	0	0	0	0	0	0	4	0	0	1228	5938	0	0	0	0	17	1	2
fsh-generated/resources/ValueSet-HeartRateSCTobservables.json	848	7	0	0	0	0	0	0	0	138	0	0	0	0	0	0	0	0	0	0	12	191	0	0	0	0	0	0	0
fsh-generated/resources/Observation-HeleneBodyHeight.json	1100	8	0	0	0	0	0	0	0	270	0	0	0	0	0	0	0	0	0	0	18	20	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-SCTUrinStix.json	1271	6	0	0	0	0	0	0	0	147	0	0	0	0	0	0	0	0	0	0	14	187	0	0	0	1	0	0	0
fsh-generated/resources/ValueSet-DiastolicBloodPressureSCTObservables.json	801	4	0	0	0	0	0	0	0	138	0	0	0	0	0	0	0	0	0	0	12	186	0	0	0	0	0	0	0
fsh-generated/resources/Patient-Helene.json	345	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	6	12	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-SystolicBloodPressureSCTObservables.json	852	4	0	0	0	0	0	0	0	141	0	0	0	0	0	0	0	0	0	0	11	192	0	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-KLToolsCareBodyTemperature.json	5680	714	0	0	0	0	0	4256	0	4355	0	0	1	0	0	0	0	2	0	0	724	3509	0	0	0	0	12	0	1
fsh-generated/resources/StructureDefinition-KLToolsCarePainVAS.json	3759	292	1	0	0	0	0	2541	0	2593	0	0	0	0	0	0	0	2	0	0	467	1934	0	0	0	0	12	0	1
fsh-generated/resources/CodeSystem-KLToolsCodes.json	9172	18	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	49	64	0	0	0	0	2	0	0
fsh-generated/resources/Observation-HeleneBodyTemperature.json	1122	10	0	0	0	0	0	0	0	272	0	0	0	0	0	0	0	0	0	0	17	15	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-WHO5SCTfindingsHappy1.json	586	3	0	0	0	0	0	0	0	138	0	0	0	0	0	0	0	0	0	0	8	178	0	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-KLToolsQuestionnaireResponse.json	2188	124	0	0	0	0	0	1203	0	1236	0	0	0	0	0	0	0	0	0	0	216	997	0	0	0	0	3	0	1
fsh-generated/resources/StructureDefinition-KLToolsCare6minwalk.json	5288	608	0	0	0	0	0	3506	0	3462	0	0	0	0	0	0	0	2	0	0	857	2044	0	0	0	0	10	0	1
fsh-generated/resources/Observation-HelenePainVRS.json	1456	17	0	0	0	0	0	0	1	152	0	0	0	0	0	0	0	0	0	0	22	17	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-EQ5Danxiety.json	670	3	0	0	0	0	0	0	0	172	0	0	0	0	0	0	0	0	0	0	11	46	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-NPUUrinStix.json	2190	5	0	0	0	0	0	0	0	467	0	0	0	0	0	0	0	0	0	0	18	51	0	0	0	0	1	0	0
fsh-generated/resources/ValueSet-BodyheightSCTobservables.json	678	2	0	0	0	0	0	0	0	139	0	0	0	0	0	0	0	0	0	0	11	193	0	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-KLToolsCareConsciousness.json	6254	641	0	0	0	0	0	3399	0	3474	0	0	0	0	0	0	0	1	0	0	907	2146	0	0	0	0	9	0	1
fsh-generated/resources/ValueSet-EQ5DSCTfindingsAnxiety.json	569	3	0	0	0	0	0	0	0	138	0	0	0	0	0	0	0	0	0	0	22	196	0	0	0	0	1	0	0
fsh-generated/resources/ValueSet-RespirationRateSCTObservables.json	597	3	0	0	0	0	0	0	0	136	0	0	0	0	0	0	0	0	0	0	25	178	0	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-KLToolsWHO5ObservationRested4.json	5031	398	1	0	0	0	0	2828	0	2874	0	0	0	0	0	0	0	2	0	0	1396	1910	0	0	0	0	8	0	0
fsh-generated/resources/Observation-Helene6minwalk.json	940	5	0	0	0	0	0	0	0	267	0	0	0	0	0	0	0	0	0	0	22	18	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-WHO5SCTfindingsRested4.json	590	3	0	0	0	0	0	0	0	149	0	0	0	0	0	0	0	0	0	0	20	177	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-VRSSCTfindingsPain.json	706	3	0	0	0	0	0	0	0	142	0	0	0	0	0	0	0	0	0	0	19	202	0	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-KLToolsCarePainVRS.json	4598	367	0	0	0	0	0	2789	0	2831	0	0	0	0	0	0	0	1	0	0	730	2436	0	0	0	0	13	1	1
fsh-generated/resources/Questionnaire-KLToolsCareWHO5.json	2639	13	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	21	575	0	0	0	0	1	0	0
fsh-generated/resources/ValueSet-WHO5AnswerCodesCalm.json	1003	5	0	0	0	0	0	0	0	172	0	0	0	0	0	0	0	0	0	0	12	68	0	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-FindingInformer.json	1654	138	0	0	0	0	0	263	0	276	0	0	0	0	0	0	0	0	0	0	39	238	0	0	0	0	2	0	0
fsh-generated/resources/Observation-MarksWHO5-2.json	1474	15	0	0	0	0	0	0	0	271	0	0	0	0	0	0	0	0	0	0	24	21	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-BodyTemperatureSCTObservables.json	589	3	1	0	0	0	0	0	0	144	0	0	0	0	0	0	0	0	0	0	12	193	0	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-AssociatedConditions.json	1645	123	0	0	0	0	0	264	0	293	0	0	0	0	0	0	0	0	0	0	48	220	0	0	0	0	1	0	0
fsh-generated/resources/ValueSet-EQ5DSCTfindingsHygiene.json	617	2	0	0	0	0	0	0	0	140	0	0	0	0	0	0	0	0	0	0	12	185	0	0	0	0	0	0	0
fsh-generated/resources/QuestionnaireResponse-WHO-5AnswerMark.json	2842	28	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	60	38	0	0	0	0	0	0	0
fsh-generated/resources/Observation-HelenePainVAS.json	1422	13	0	0	0	0	0	0	0	136	0	0	0	0	0	0	0	0	0	0	21	19	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-WHO5SCTfindingsInterest5.json	598	3	0	0	0	0	0	0	0	139	0	0	0	0	0	0	0	0	0	0	9	182	0	0	0	0	0	0	0
fsh-generated/resources/Observation-HeleneHeartRate.json	1397	8	0	0	0	0	0	0	0	139	0	0	0	0	0	0	0	0	0	0	19	19	0	0	0	0	0	0	0
fsh-generated/resources/Practitioner-AbrahamFraAkutSygeplejen.json	285	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	9	19	0	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-KLToolsCareBodyWeight.json	6710	780	0	0	0	0	0	4521	0	4506	0	0	0	0	0	0	0	2	0	0	932	3668	0	0	0	0	13	0	0
fsh-generated/resources/Questionnaire-KLToolsCareEQ5D.json	2931	11	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	18	837	0	0	0	0	1	0	1
fsh-generated/resources/ValueSet-WHO5AnswerCodesHappy.json	1007	3	0	0	0	0	0	0	0	172	0	0	0	0	0	0	0	0	0	0	12	49	0	0	0	0	1	0	0
fsh-generated/resources/ValueSet-EQ5Dhygiene.json	670	4	0	0	0	0	0	0	0	170	0	0	0	0	0	0	0	0	0	0	11	53	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-EQ5Dpain.json	655	3	1	0	0	0	0	0	0	174	0	0	0	0	0	0	0	0	0	0	10	48	0	0	0	1	0	0	0
fsh-generated/resources/Patient-Mark.json	336	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	6	12	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-BodyweightSCTobservables.json	734	2	0	0	0	0	0	0	0	138	0	0	0	0	0	0	0	0	0	0	19	187	0	0	0	0	0	0	0
fsh-generated/resources/Observation-HeleneRSS.json	662	5	0	0	0	0	0	0	0	141	0	0	0	0	0	0	0	0	0	0	16	16	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-FindingInformerCodes.json	883	3	0	0	0	0	0	0	0	176	0	0	0	0	0	0	0	1	0	0	12	48	0	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-KLToolsCareHeartRate.json	6833	714	0	0	0	0	0	4525	0	4450	0	0	0	0	0	0	0	1	0	0	1075	3402	0	0	0	0	13	0	0
fsh-generated/resources/StructureDefinition-Technique.json	1663	109	0	0	0	0	0	270	0	266	0	0	0	0	0	0	0	1	0	0	54	195	0	0	0	0	2	0	0
fsh-generated/resources/ValueSet-KLtechniquesCodes.json	811	3	0	0	0	0	0	0	0	172	0	0	0	0	0	0	0	0	0	0	14	46	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-EQ5Dmobility.json	675	2	0	0	0	0	0	0	0	178	0	0	0	0	0	0	0	0	0	0	14	47	0	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-KLToolsCareBodyHeight.json	5628	617	0	0	0	0	0	4265	0	4339	0	0	0	0	0	0	0	1	0	0	1247	3430	0	0	0	0	17	0	1
fsh-generated/resources/StructureDefinition-KLToolsWHO5ObservationHappy1.json	5025	378	0	0	0	0	0	2868	0	2893	0	0	1	0	0	0	0	2	0	1	714	1958	0	0	0	0	9	0	0
fsh-generated/resources/ValueSet-EQ5DSCTfindingsMobility.json	622	2	0	0	0	0	0	0	0	140	0	0	0	0	0	0	0	0	0	0	12	181	0	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-KLToolsCareEQ5DObservationHygiene.json	5033	392	0	0	0	0	0	2861	0	2917	0	0	0	0	0	0	0	1	0	0	636	2041	0	0	0	0	9	0	1
fsh-generated/resources/ValueSet-VRSpain.json	817	3	1	0	0	0	0	0	0	178	0	0	0	0	0	0	0	0	0	0	12	81	0	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-KLToolsWHO5ObservationActive3.json	5030	355	0	0	0	0	0	2872	0	2960	0	0	0	0	0	0	0	1	0	0	564	2154	0	0	1	0	8	1	0
fsh-generated/resources/StructureDefinition-KLToolsCareEQ5DObservationActivity.json	5041	359	0	0	0	0	0	2908	0	2912	0	0	0	0	0	0	0	2	0	0	509	1916	0	0	0	0	11	0	0
fsh-generated/resources/StructureDefinition-KLToolsCareEQ5DObservationPain.json	5012	322	0	0	0	0	0	2874	0	2950	0	0	0	0	0	0	0	1	0	0	500	2140	0	0	0	0	13	0	1
fsh-generated/resources/ValueSet-TechniqesSCTCodes.json	628	2	0	0	0	0	0	0	0	148	0	0	0	0	0	0	0	0	0	0	9	178	0	0	0	0	1	0	0
fsh-generated/resources/ValueSet-WHO5SCTfindingsActive3.json	590	3	0	0	0	0	0	0	0	143	0	0	0	0	0	0	0	0	0	0	9	194	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-EQ5DSCTfindingsPain.json	600	2	0	0	0	0	0	0	1	152	0	0	0	0	0	0	0	0	0	0	10	181	0	0	0	0	0	0	0
fsh-generated/resources/Observation-HeleneOxygenSaturation.json	1399	9	0	0	0	0	0	0	0	280	0	0	0	0	0	0	0	0	0	0	20	19	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-WHO5AnswerCodesRested.json	1013	3	0	0	0	0	0	0	0	174	0	0	0	0	0	0	0	0	0	0	12	49	0	0	0	0	0	0	0
fsh-generated/resources/QuestionnaireResponse-EQ5DAnswerHelene.json	3048	21	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	61	35	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-WHO5AnswerCodesInterest.json	1024	3	0	0	0	0	0	0	0	182	0	0	0	0	0	0	0	0	0	0	11	45	0	0	0	0	0	0	0
